date,team_1,team_2,_map,result_1,result_2,map_winner,starting_ct,ct_1,t_2,t_1,ct_2,event_id,match_id,rank_1,rank_2,map_wins_1,map_wins_2,match_winner
2020-01-04,Monstars,ex-iNTACT,Inferno,16,10,1,1,8,7,8,3,5148,2338773,119,115,2,0,1
2020-01-04,Monstars,ex-iNTACT,Mirage,16,14,1,2,7,8,9,6,5148,2338773,119,115,2,0,1
2020-01-04,LiViD,Recon 5,Inferno,16,7,1,1,11,4,5,3,5148,2338774,105,97,2,1,1
2020-01-04,LiViD,Recon 5,Nuke,16,11,1,2,7,5,9,6,5148,2338774,105,97,2,1,1
2020-01-04,LiViD,Recon 5,Mirage,13,16,2,2,4,10,9,6,5148,2338774,105,97,2,1,1
2020-01-04,Bushido Boyz,Rap Gang,Overpass,13,16,2,2,5,9,8,7,5148,2338775,143,134,1,2,2
2020-01-04,Bushido Boyz,Rap Gang,Inferno,16,14,1,2,6,9,10,5,5148,2338775,143,134,1,2,2
2020-01-03,Ambush,SKADE,Train,13,16,2,1,8,7,5,9,5142,2338761,87,49,0,2,2
2020-01-03,Ambush,SKADE,Inferno,20,22,2,2,10,5,5,10,5142,2338761,87,49,0,2,2
2020-01-03,Ambush,Brute,Mirage,9,16,2,2,3,7,6,9,5142,2338763,87,165,1,2,2
2020-01-03,Ambush,Brute,Dust2,13,16,2,2,2,12,11,4,5142,2338763,87,165,1,2,2
2020-01-03,Ambush,Brute,Inferno,16,12,1,1,10,5,6,7,5142,2338763,87,165,1,2,2
2020-01-02,Brute,SKADE,Inferno,10,16,2,2,0,11,10,5,5142,2338760,165,49,0,2,2
2020-01-02,Brute,SKADE,Nuke,14,16,2,2,5,10,9,6,5142,2338760,165,49,0,2,2
2019-12-29,Unique,SKADE,Overpass,16,5,1,2,5,1,11,4,5145,2338752,102,69,1,2,2
2019-12-29,Invictus,MiTH.Maple,Mirage,12,16,2,2,6,7,6,9,5139,2338749,75,149,0,2,2
2019-12-29,Invictus,MiTH.Maple,Overpass,12,16,2,1,8,7,4,9,5139,2338749,75,149,0,2,2
2019-12-29,Nemiga,MiTH.Maple,Overpass,16,13,1,2,8,6,8,7,5139,2338750,52,149,2,1,1
2019-12-29,Nemiga,MiTH.Maple,Inferno,16,6,1,2,6,1,10,5,5139,2338750,52,149,2,1,1
2019-12-29,Unique,SKADE,Train,15,19,2,1,5,10,10,5,5145,2338752,102,69,1,2,2
2019-12-29,Unique,SKADE,Nuke,16,19,2,1,9,6,6,9,5145,2338752,102,69,1,2,2
2019-12-29,Nemiga,MiTH.Maple,Mirage,13,16,2,2,6,8,7,8,5139,2338750,52,149,2,1,1
2019-12-29,Juggernauts,Nemiga,Vertigo,11,16,2,2,2,10,9,6,5139,2338751,64,52,1,2,2
2019-12-29,Phoenix,SKADE,Inferno,10,16,2,1,3,12,7,4,5142,2338753,70,69,3,2,1
2019-12-29,Juggernauts,Nemiga,Inferno,16,11,1,1,9,6,7,5,5139,2338751,64,52,1,2,2
2019-12-29,Phoenix,SKADE,Overpass,19,16,1,2,11,4,4,11,5142,2338753,70,69,3,2,1
2019-12-29,Phoenix,SKADE,Train,5,16,2,2,1,5,4,11,5142,2338753,70,69,3,2,1
2019-12-29,Phoenix,SKADE,Mirage,16,9,1,2,4,6,12,3,5142,2338753,70,69,3,2,1
2019-12-29,Phoenix,SKADE,Dust2,16,10,1,1,8,7,8,3,5142,2338753,70,69,3,2,1
2019-12-29,Juggernauts,Nemiga,Nuke,11,16,2,2,3,9,8,7,5139,2338751,64,52,1,2,2
2019-12-28,Juggernauts,MiTH.Maple,Mirage,16,5,1,1,11,4,5,1,5139,2338726,64,149,2,0,1
2019-12-28,DreamEaters,SKADE,Inferno,8,16,2,2,3,6,5,10,5145,2338743,106,69,0,2,2
2019-12-28,DreamEaters,SKADE,Nuke,2,16,2,1,2,13,0,3,5145,2338743,106,69,0,2,2
2019-12-28,Nemiga,Invictus,Nuke,16,12,1,2,6,7,10,5,5139,2338727,52,75,2,0,1
2019-12-28,Nemiga,Invictus,Mirage,16,14,1,2,7,8,9,6,5139,2338727,52,75,2,0,1
2019-12-28,Project X,PACT,Dust2,7,16,2,2,5,3,2,13,5141,2338735,79,77,1,2,2
2019-12-28,Project X,PACT,Mirage,9,16,2,1,3,12,6,4,5141,2338735,79,77,1,2,2
2019-12-28,Project X,PACT,Inferno,16,2,1,1,13,2,3,0,5141,2338735,79,77,1,2,2
2019-12-28,Juggernauts,MiTH.Maple,Train,16,12,1,2,7,6,9,6,5139,2338726,64,149,2,0,1
2019-12-28,Nemiga,Juggernauts,Inferno,22,19,1,2,6,9,9,6,5139,2338748,52,64,1,2,2
2019-12-28,SG.pro,PACT,Nuke,19,22,2,2,8,7,7,8,5141,2338740,112,77,0,2,2
2019-12-28,SG.pro,PACT,Train,14,16,2,2,6,9,8,7,5141,2338740,112,77,0,2,2
2019-12-28,Ambush,SKADE,Inferno,9,16,2,2,6,4,3,12,5142,2338745,91,69,1,2,2
2019-12-28,Ambush,SKADE,Train,16,14,1,1,7,8,9,6,5142,2338745,91,69,1,2,2
2019-12-28,Ambush,SKADE,Overpass,17,19,2,1,6,9,9,6,5142,2338745,91,69,1,2,2
2019-12-28,Nemiga,Juggernauts,Mirage,4,16,2,1,4,11,0,5,5139,2338748,52,64,1,2,2
2019-12-28,Nemiga,Juggernauts,Nuke,14,16,2,2,6,9,8,7,5139,2338748,52,64,1,2,2
